% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, further objective values of best", seed=682023, Thu Oct  1 17:04:24 2020, <python>{}</python>
1 17 0.16063155710851382 1.0000495012251451 564.7172645435871 5.6471726454358713e+02 763.8980906513475 1689.7790224751232   
2 34 0.1563589752705206 1.0000495012251451 454.74862495803325 4.5474862495803325e+02 641.2343527535595 1120.2933879779982   
3 51 0.1531768891793256 1.0285899103680403 303.33039541074965 3.0333039541074965e+02 451.8047324003939 1162.643553074172   
4 68 0.15066091755959743 1.0285899103680403 106.15642534254931 1.0615642534254931e+02 366.31540786238713 1006.1598804728405   
5 85 0.14883240272819023 1.0344900697338166 42.02635239484596 4.2026352394845958e+01 298.0576633144589 871.3048769242114   
6 102 0.14733337166871183 1.0344900697338166 42.02635239484596 8.7099125217896301e+01 261.9175723943346 1079.415262351094   
7 119 0.14618893426448965 1.0413176388079797 42.02635239484596 1.3537618808993750e+02 313.3798815696614 891.841358328629   
8 136 0.14486191566717205 1.0413176388079797 42.02635239484596 1.4435819620051615e+02 327.06976013796975 784.0496049394657   
9 153 0.14345591568620655 1.050806581179769 42.02635239484596 1.3978506246676767e+02 290.04782761194843 861.9677501883828   
10 170 0.14172035288671622 1.050806581179769 42.02635239484596 1.8452774404452350e+02 244.13068544824677 912.1098419568509   
11 187 0.14023694497167644 1.0588911100228793 42.02635239484596 6.6771921731144573e+01 184.11210773236928 638.6459610428335   
12 204 0.1387073833423017 1.0588911100228793 42.02635239484596 1.2298733609831623e+02 295.0909997312119 987.8486789221013   
13 221 0.13726085585436987 1.0658526511771897 -14.32851687632541 -1.4328516876325409e+01 297.14381603901774 718.4657283022091   
14 238 0.1360905098727757 1.0658526511771897 -14.32851687632541 -1.9949372293363012e+00 164.68711577761337 658.1144229431014   
15 255 0.1348535275958426 1.07310616619071 -14.32851687632541 8.6256825689975130e+01 263.4262081669382 710.6344958073938   
16 272 0.13354311844301303 1.07310616619071 -14.32851687632541 1.5253267682692240e+00 240.23633713257175 771.4870208728046   
17 289 0.13211709200153685 1.080042022953653 -14.32851687632541 1.9514147085264881e+01 209.33283956506415 792.649685751049   
18 306 0.13080882574661776 1.080042022953653 -15.075068815486702 -1.5075068815486702e+01 213.7177285763101 813.1946314431818   
19 323 0.12945639923278274 1.0860808289289172 -15.075068815486702 7.9177460361875148e+01 209.6381028206339 778.2103961609403   
20 340 0.12806909352005755 1.0860808289289172 -15.075068815486702 -1.1270355319491102e+01 248.7492078277865 671.9985056069104   
21 357 0.12665069059658168 1.0913929117042196 -15.075068815486702 9.6260701426227058e+01 251.59049345090688 866.405383892676   
